platform,category,product_name,selling_price,original_price,discount_percentage,rating,rating_count,review_count,seller_name,seller_type,delivery_info,delivery_days,free_delivery,is_sponsored,promotional_badges,promotional_badge_count,scarcity_message,has_scarcity_message,has_coupon,coupon_text,return_policy,has_return_policy,product_url
Flipkart,audio,"Aroma NB120 Amaze Upto 50 Hours* Playtime, Fast Charging, Dual Pairing Neckband Bluetooth",300.0,2499.0,87.0,3.7,286,57,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itm81e7542a4f1b2
Flipkart,audio,"Aroma NB126 Berry V5.4 Upto 60Hr Playtime* Dual Paring, Fast Charging, Heavy Bass Bluetooth",478.0,2999.0,84.0,3.8,355,71,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itmdf0c607061a98
Flipkart,audio,T ZED Wireless Z3 ANC&ENC Earphones&Neckband Bluetooth,298.0,1899.0,84.0,3.5,233,46,,Third-party,,3,False,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/t-zed-wireless-z3-anc-enc-earphones-neckband-bluetooth/p/itm16a79bfaeaeaf
Flipkart,audio,Moss Echo Endura Bluetooth,1498.0,7999.0,81.0,4.0,84,16,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/moss-echo-endura-bluetooth/p/itmc6a30eb70d2d5
Flipkart,audio,"Aroma NB119 Titanium Pro Upto 100 Hr Playtime*,ENC,Fast Charging,Dual Pairing Neckband Bluetooth",447.0,1499.0,70.0,4.0,331,66,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/aroma-nb119-titanium-pro-upto-100-hr-playtime-enc-fast-charging-dual-pairing-neckband-bluetooth/p/itm2479b2304d8aa
Flipkart,audio,"EARBUDDY 151 Buds With Touch Sensor, Waterproof, ANC, Bluetooth V5.3 Bluetooth",414.0,1999.0,79.0,3.7,123,24,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/earbuddy-151-buds-touch-sensor-waterproof-anc-bluetooth-v5-3/p/itmf1b61a272f9b7
Flipkart,audio,"Aroma NB119 Pro Belief Upto 48H Playtime* Fast Charging, Dual Pairing Neckband Bluetooth",300.0,1999.0,84.0,3.6,199,39,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/aroma-nb119-pro-belief-upto-48h-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itm2c7088a55ed94
Flipkart,audio,Three Guys Airpods Earbuds Plus Bass Boost & Smart Touch Bluetooth Bluetooth,300.0,1699.0,82.0,3.5,413,82,,Marketplace Fulfilled,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/three-guys-airpods-earbuds-plus-bass-boost-smart-touch-bluetooth/p/itm695b4f1f79d82
Flipkart,audio,Aroma NB119 Titanium - 48 Hours Playtime Neckband Bluetooth,403.0,2499.0,83.0,4.0,75,15,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c
Flipkart,audio,Currently unavailable,300.0,2599.0,88.0,3.7,147,29,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hrs-playtime-dual-pairing-fast-charing-z2-neckband-bluetooth/p/itmf1173873f4bc3
Flipkart,audio,"Aroma NB120 Amaze Upto 50 Hours Playtime*, Fast Charging, Dual Pairing Neckband Bluetooth",300.0,2299.0,86.0,3.7,185,37,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itm0d93fc7d45ebc
Flipkart,audio,"Lufina Buds T200 Lite with 13mm Driver, 50hrs Playback, Pairing Bluetooth Bluetooth Gaming",264.0,1999.0,86.0,3.4,262,52,,Third-party,,3,False,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/lufina-buds-t200-lite-13mm-driver-50hrs-playback-pairing-bluetooth-gaming/p/itm01d8adc6a9656
Flipkart,audio,T ZED Wireless Z3 ANC&ENC Earphones&Neckband Music time 100 Hours Bluetooth,348.0,1899.0,81.0,3.7,220,44,,Third-party,,3,False,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/t-zed-wireless-z3-anc-enc-earphones-neckband-music-time-100-hours-bluetooth/p/itm5b9c4d1a16044
Flipkart,wearables,"Silver Grey Strap, Free Size",650.0,8999.0,83.0,1.3,446,89,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-hurricane-2026-1-3-curved-glass-display-bt-calling-100-sports-modes-smartwatch/p/itm3c859e9844078
Flipkart,wearables,"Jet Black Strap, Regular",650.0,4999.0,68.0,4.0,313,62,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-twist-go-1-39-display-bluetooth-calling-metallic-finish-100-sports-modes-smartwatch/p/itmf9fa3027228f8
Flipkart,wearables,"Black Strap, Free size",495.0,1899.0,73.0,4.0,319,63,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/techy-alpha-t500ultra-max-1-92-hd-display-bluetooth-calling-music-mode-smartwatch/p/itme55cd329aed60
Flipkart,wearables,Bestseller,500.0,6999.0,82.0,4.0,170,34,,Third-party,Free Delivery,3,True,False,Bestseller,1,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-wave-fury-smartwatch/p/itm8a785ea5801dc
Flipkart,wearables,"Black Strap, Free Size",1425.0,4999.0,50.0,4.0,273,54,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-pro-1-97-super-amoled-display-aod-working-crown-bt-calling-fast-charge-smartwatch/p/itma0f51c32fc429
Flipkart,wearables,"Silver Strap, Free Size",1699.0,4999.0,66.0,4.0,234,46,,Third-party,Free Delivery,3,True,False,,0,Only 1 Left,True,False,,7 days replacement,True,https://www.flipkart.com/goboult-dire-1-38-2-5d-hd-display-500nits-brightness-250-watch-faces-smartwatch/p/itm08f1f9e50da4f
Flipkart,wearables,"Onyx Black Strap, Free Size",999.0,19999.0,95.0,4.0,498,99,,Third-party,Free Delivery,3,True,False,Lowest Price,1,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-ninja-blaze-1-83-hd-display-stainless-steel-built-bluetooth-calling-metal-body-smartwatch/p/itmc6777488c4d94
Flipkart,wearables,"BLACK Strap, FREE Size",500.0,1499.0,66.0,4.0,265,53,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/rkls-t800-ultra-smart-watch-black-smartwatch/p/itm581c1922ac797
Flipkart,wearables,"Multicolor Strap, Free Size",757.0,3429.0,77.0,4.0,391,78,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/giskat-i20-smart-watch-5g-network-smartwatch/p/itm0d239e46c3a45
Flipkart,wearables,"Multicolor Strap, Free Size",746.0,2999.0,75.0,4.0,133,26,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/kumari-enterprises-ultra-i20-series-8-bluetooth-call-4g-network-smartwatch/p/itm0d239e46c3a45
Flipkart,wearables,"Tangerine Strap, Free Size",1399.0,6999.0,80.0,4.0,262,52,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-crown-pro-2-01-amoled-display-working-crown-aod-zinc-alloy-frame-smartwatch/p/itm3b052bb5053f7
Flipkart,wearables,"Yellow Strap, Free Size",650.0,4499.0,64.0,4.0,393,78,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-crown-1-95-hd-display-bt-calling-working-crown-900-nits-spo2-smartwatch/p/itm81d6a0ad11a3f
Flipkart,wearables,"Elite Black Strap, Regular",1175.0,5999.0,66.0,4.0,254,50,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-crew-go-1-39-display-bt-calling-metal-strap-7-days-battery-life-smartwatch/p/itm975f32d9f747a
Flipkart,wearables,"Black Strap, Regular Size",658.0,3999.0,83.0,4.0,122,24,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/mvc-enterprise-h9-pro-max-1-83-display-bluetooth-calling-ai-voice-smartwatch/p/itm8a2662288d305
Flipkart,wearables,"Multicolor Strap, Free Size",619.0,2999.0,79.0,4.0,336,67,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/yash-enterprises-7-n1-smart-watch-s8-4g-network-android-system-t800-ultra-t7in1-smartwatch/p/itm1f9748aa5a144
Flipkart,wearables,"Black Strap, FREE",666.0,2999.0,77.0,4.0,385,77,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/techio-h9-pro-max-smart-watch-1-smartwatch/p/itm578422f438151
Flipkart,wearables,"Peach Strap, Free Size",500.0,7999.0,83.0,4.0,321,64,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-drift-bt-calling-hd-display-140-watchface-calling-ip68-smartwatch/p/itm589ef3cfd9499
Flipkart,wearables,"Green Strap, Free Size",1425.0,7999.0,68.0,4.0,476,95,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-thrux-1-39-hd-screen-gps-tracker-working-crown-smartwatch/p/itmb92f897aa6cbb
Flipkart,wearables,"Black Strap, Regular Size",220.0,2999.0,68.0,4.0,94,18,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/punnkfunnk-edge-lite-1-99-amoled-display-bt-calling-ai-voice-music-fitness-smartwatch/p/itmf197e19ddd08f
Flipkart,wearables,"Steel Black Strap, Free Size",4299.0,10499.0,59.0,4.0,375,75,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-endeavour-premium-metal-body-ai-coach-1-96-4-97cm-amoled-display-smartwatch/p/itm5077f34112b5a
Flipkart,wearables,"Dark Blue Strap, Free Size",1099.0,5999.0,81.0,1.3,174,34,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-cosmic-r-1-3-hd-display-150-watch-faces-100-sports-modes-ip67-smartwatch/p/itm059b1259e2aa3
Flipkart,wearables,"Orange Strap, Free Size",495.0,2999.0,83.0,4.0,238,47,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/vinayak-t800-ultra-smart-watch-no-sim-card-opetion-smartwatch/p/itm57932d87731f2
Flipkart,wearables,"Black Strap, FREE SIZE",763.0,5999.0,87.0,4.0,436,87,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/fuziqra-t800-ultra-bt-calling-watch-wireless-charging-health-tracking-sensor-black-smartwatch/p/itm579b2d12e2f15
Flipkart,wearables,"Multicolor Strap, Free Size",644.0,2999.0,78.0,4.0,115,23,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/congi-7-1-combo-ultra-smart-watch-in1-strap-s9-smartwatch/p/itm063aebdd7724b
Flipkart,wearables,"Jet Black Strap, Regular",1425.0,6999.0,67.0,4.0,174,34,,Marketplace Fulfilled,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-vortex-plus-1-46-amoled-display-bt-calling-sleek-metal-finish-smartwatch/p/itmcd99ecd6c3260
Flipkart,wearables,"Jet Black Strap, Regular",1999.0,6999.0,71.0,4.0,82,16,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-icon-4-stunning-1-96-amoled-display-metallic-finish-bt-calling-smartwatch/p/itmb7800093c5c95
Flipkart,wearables,"Silver C Strap, 46",1099.0,9999.0,89.0,4.0,369,73,,Third-party,,3,False,False,Lowest Price,1,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-talk-35-3mm-1-39-bluetooth-calling-spo2-metal-body-luxury-design-smartwatch/p/itm22fd002b4a424
Flipkart,wearables,"Grey Strap, Free Size",2775.0,9999.0,61.0,4.0,81,16,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/samsung-galaxy-fit3-amoled-display-aluminium-body-upto-13day-battery-5atm-ip68/p/itm5d52a219c74a5
Flipkart,wearables,"Coal Black Strap, Free Size",1175.0,4999.0,60.0,4.0,474,94,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-mirage-1-39-screen-working-crown-zinc-alloy-frame-500-nits-smartwatch/p/itmca07616d2d746
Flipkart,wearables,"Active Black Strap, Free Size",3999.0,9999.0,60.0,4.0,255,51,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-eon-smartwatch/p/itm75346e3cadd17
Flipkart,wearables,"Green Strap, Free Size",1199.0,6999.0,82.0,4.0,151,30,,Third-party,Free Delivery,3,True,False,,0,Only 3 Left,True,False,,7 days replacement,True,https://www.flipkart.com/boat-wave-fury-smartwatch/p/itm7795a986a347e
Flipkart,wearables,"Multicolor Strap, Free Size",656.0,2899.0,77.0,4.0,364,72,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/kumari-enterprises-new-7-1-ultra-4g-smart-watch-wifi-gps-network-t900-smartwatch/p/itm0158a3227f97e
Flipkart,wearables,"Blue Strap, Free Size",1599.0,1999.0,20.0,4.0,399,79,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-jupiter-s3-1-83-display-functional-crown-bt-calling-5-days-battery-smartwatch/p/itm82efc227d367f
Flipkart,wearables,"Black Strap, Free Size",1799.0,3999.0,55.0,4.0,497,99,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-fr2-smartwatch/p/itmf8c43c63ffc7b
Flipkart,wearables,"Coco Brown Strap, Free Size",2650.0,9499.0,62.0,4.0,187,37,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-horizon-1-51-3-83cm-metal-body-amoled-display-video-watch-faces-smartwatch/p/itm9eaa9ab63fe25
Flipkart,wearables,"Green Strap, Free Size",650.0,5999.0,75.0,1.3,440,88,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-cosmic-r-1-3-hd-display-150-watch-faces-100-sports-modes-ip67-smartwatch/p/itm0685a7c4a7bab
Flipkart,wearables,"Grey Strap, Free Size",1799.0,2499.0,28.0,4.0,360,72,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-jupiter-r3-bt-calling-premium-round-dial-fast-charging-5-days-battery-smartwatch/p/itm980d25a71b3eb
Flipkart,wearables,"Black Strap, Free Size",875.0,3995.0,57.0,4.0,298,59,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-xr1-smartwatch/p/itm470880e507472
Flipkart,wearables,"Silver Grey Strap, Free Size",650.0,8999.0,83.0,1.3,207,41,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-hurricane-2026-1-3-curved-glass-display-bt-calling-100-sports-modes-smartwatch/p/itm3c859e9844078
Flipkart,wearables,"Silver Strap, Free Size",875.0,4999.0,66.0,4.0,308,61,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-dire-1-38-2-5d-hd-display-500nits-brightness-250-watch-faces-smartwatch/p/itm08f1f9e50da4f
Flipkart,wearables,"Blue Strap, Free Size",500.0,9999.0,88.0,4.0,255,51,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-rise-x-2-01-hd-display-wireless-charging-rotating-crown-bluetooth-call-smartwatch/p/itm9d6b060f25edb
Flipkart,wearables,"Multicolor Strap, Free Size",746.0,3199.0,76.0,4.0,147,29,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/varun-traders-i20-ultra-wifi-gps-d-4g-r4-smartwatch/p/itm0d239e46c3a45
Flipkart,wearables,"Lurey Black Strap, Free Size",799.0,3999.0,80.0,4.0,274,54,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/itel-alpha-2-hd-display-500nits-always-on-display-150-watch-faces-smartwatch/p/itm7500c978ceeed
Flipkart,wearables,"Black Strap, Regular Size",220.0,2999.0,68.0,4.0,316,63,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/punnkfunnk-edge-lite-1-99-amoled-display-bt-calling-ai-voice-music-fitness-smartwatch/p/itm23718bbce0fb0
Flipkart,wearables,"Jet Black Strap, Regular",650.0,4999.0,68.0,4.0,386,77,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-twist-go-1-39-display-bluetooth-calling-metallic-finish-100-sports-modes-smartwatch/p/itmf9fa3027228f8
Flipkart,wearables,"Tangerine Strap, Free Size",1399.0,6999.0,80.0,4.0,256,51,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-crown-pro-2-01-amoled-display-working-crown-aod-zinc-alloy-frame-smartwatch/p/itm3b052bb5053f7
Flipkart,wearables,"Midnight Blue Strap, Regular",650.0,5999.0,75.0,1.8,195,39,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm8229e27c1df28
Flipkart,wearables,"Grey Strap, Free Size",1599.0,1999.0,20.0,4.0,381,76,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-jupiter-s3-1-83-display-functional-crown-bt-calling-5-days-battery-smartwatch/p/itmfc983eeff80dd
Flipkart,wearables,"Peach Strap, Free Size",500.0,7999.0,83.0,4.0,189,37,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-drift-bt-calling-hd-display-140-watchface-calling-ip68-smartwatch/p/itm589ef3cfd9499
Flipkart,wearables,"Yellow Strap, Free Size",650.0,4499.0,64.0,4.0,196,39,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-crown-1-95-hd-display-bt-calling-working-crown-900-nits-spo2-smartwatch/p/itm81d6a0ad11a3f
Flipkart,wearables,"Black Strap, Free Size",1699.0,2995.0,43.0,4.0,90,18,,Third-party,Free Delivery,3,True,False,,0,Only Few Left,True,False,,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-x2-1-91-bt-calling-rotating-crown-60-hz-refresh-rate-fast-charge-smartwatch/p/itm8318d5eb87c01
Flipkart,wearables,"Green Strap, Free Size",1799.0,2499.0,28.0,4.0,442,88,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-jupiter-r3-bt-calling-premium-round-dial-fast-charging-5-days-battery-smartwatch/p/itm832f1c21891b1
Flipkart,wearables,"Green Strap, Free Size",875.0,3995.0,57.0,4.0,493,98,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-xr1-smartwatch/p/itm6de298b960d2d
Flipkart,wearables,"Midnight Black Strap, Regular",650.0,6999.0,78.0,4.0,180,36,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-pulse-3-1-96-display-bt-calling-100-sports-modes-150-watchfaces-smartwatch/p/itm7ddfa145db2f9
Flipkart,wearables,"Green Strap, Free Size",1425.0,7999.0,68.0,4.0,278,55,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-thrux-1-39-hd-screen-gps-tracker-working-crown-smartwatch/p/itmb92f897aa6cbb
Flipkart,wearables,"Steel Black Strap, Free Size",4299.0,10499.0,59.0,4.0,469,93,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-endeavour-premium-metal-body-ai-coach-1-96-4-97cm-amoled-display-smartwatch/p/itm5077f34112b5a
Flipkart,wearables,"Active Black Strap, Free Size",1299.0,6999.0,81.0,4.0,125,25,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-lunar-discovery-neo-1-39-hd-display-metallic-finish-bt-calling-smart-watch-smartwatch/p/itm5aaa5b5edfaf8
Flipkart,wearables,"Green Strap, Free Size",875.0,2995.0,43.0,4.0,132,26,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-x2-1-91-bt-calling-rotating-crown-60-hz-refresh-rate-fast-charge-smartwatch/p/itm6051d2b1c0224
Flipkart,wearables,"Dark Blue Strap, Free Size",1099.0,5999.0,81.0,1.3,447,89,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-cosmic-r-1-3-hd-display-150-watch-faces-100-sports-modes-ip67-smartwatch/p/itm059b1259e2aa3
Flipkart,wearables,"Jet Black Strap, Regular",1999.0,6999.0,71.0,4.0,412,82,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-icon-4-stunning-1-96-amoled-display-metallic-finish-bt-calling-smartwatch/p/itmb7800093c5c95
Flipkart,wearables,Flipkart Product,619.0,3819.0,83.0,4.0,334,66,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/dicrobots-ultra-gold-touch-watch-25-new-features-golden-music-play-smartwatch/p/itmeaf6d458e3f72
Flipkart,wearables,"Active Black Strap, Free Size",1599.0,6499.0,75.0,4.0,201,40,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/boat-storm-call-4-smartwatch-type-c-charge-hd-display-functional-crown-bt-calling-smartwatch/p/itm8e82c0a4b1235
Flipkart,wearables,"Black Strap, Free Size",2995.0,7995.0,62.0,4.0,312,62,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-revoltt-fs1-pro-smartwatch/p/itma8aaa09416ad1
Flipkart,wearables,"Black Strap, Free Size",1999.0,2999.0,33.0,4.0,147,29,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-revolt-fs3-2-01-curved-display-bt-calling-crown-control-24-7-health-suit-smartwatch/p/itm31a78588d9642
Flipkart,wearables,"Jet Black Strap, Regular",1425.0,6999.0,67.0,4.0,416,83,,Marketplace Fulfilled,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/noise-vortex-plus-1-46-amoled-display-bt-calling-sleek-metal-finish-smartwatch/p/itmcd99ecd6c3260
Flipkart,wearables,"Coal Black Strap, Free Size",1175.0,4999.0,60.0,4.0,287,57,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-mirage-1-39-screen-working-crown-zinc-alloy-frame-500-nits-smartwatch/p/itmca07616d2d746
Flipkart,wearables,"Black Strap, Free Size",2999.0,4499.0,33.0,4.0,98,19,,Third-party,Free Delivery,3,True,False,,0,,False,True,Bank/Coupon Offer Available,7 days replacement,True,https://www.flipkart.com/fastrack-optimus-2-pro-smartwatch/p/itma28bd672791ec
Flipkart,wearables,"Active Black Strap, Free Size",3999.0,9999.0,60.0,4.0,227,45,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-eon-smartwatch/p/itm75346e3cadd17
Flipkart,wearables,"Coco Brown Strap, Free Size",2650.0,9499.0,62.0,4.0,154,30,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-chrome-horizon-1-51-3-83cm-metal-body-amoled-display-video-watch-faces-smartwatch/p/itm9eaa9ab63fe25
Flipkart,wearables,"Starlight N Strap, Free Size",999.0,9999.0,90.0,4.0,188,37,,Third-party,Free Delivery,3,True,False,Lowest Price,1,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-ring-x-2-01inch-hd-always-on-display-metal-body-design-wireless-charging-smartwatch/p/itm5bbb04446c7f0
Flipkart,wearables,"Active Black Strap, One size",650.0,5999.0,75.0,4.0,446,89,,Third-party,,3,False,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/boat-wave-sigma-3-curv-2-01-immersive-curved-display-metal-finish-ip68-smartwatch/p/itmf688a0253ff95
Flipkart,wearables,"Shadow Black Leather Strap, Free Size",1399.0,18999.0,92.0,4.0,355,71,,Third-party,Free Delivery,3,True,False,Lowest Price,1,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-legacy-nova-1-43-inch-ultra-slim-amoled-wireless-charging-rotating-crown-bt-call-smartwatch/p/itmb066c32435034
Flipkart,wearables,"Dark Grey Strap, Free Size",3825.0,5499.0,9.0,4.0,71,14,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/cmf-nothing-watch-pro-2-1-32-amoled-auto-brightness-gesture-control-3d-warmup-guide-gps-smartwatch/p/itm51681954b749e
Flipkart,wearables,"Green Strap, Free Size",650.0,5999.0,75.0,1.3,209,41,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-cosmic-r-1-3-hd-display-150-watch-faces-100-sports-modes-ip67-smartwatch/p/itm0685a7c4a7bab
Flipkart,wearables,"Pure Black Strap, Free Size",650.0,7999.0,80.0,4.0,97,19,,Third-party,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/goboult-drift-max-2-01-hd-screen-bt-calling-working-crown-ip67-smartwatch/p/itmace9d4fb11948
Flipkart,wearables,"Cinnamon Slate Strap, Free Size",500.0,9999.0,88.0,4.0,122,24,,Marketplace Fulfilled,Free Delivery,3,True,False,,0,,False,False,,7 days replacement,True,https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-46-5mm-1-83-display-bluetooth-ai-voice-smartwatch/p/itmdae622722ef85
